uname,mid,level,sex,send_time,like,is_sub,text
马猴SAMA,498498,6,保密,2021-05-17 08:35:08,0,True,回复 @大捷司机日常 :有激光雷达就可以吧  左侧快碰到了就算不知道要向右变道也会因为与障碍物过近而停下来
大捷司机日常,230344742,6,保密,2021-05-17 09:35:12,0,True,回复 @马猴SAMA :静态激光雷达没那么神奇，而且激光对动态识别很一般
馨锐,178417231,5,保密,2021-10-03 20:04:51,0,True,回复 @马猴SAMA :激光还得靠视觉 视觉没了激光也没啥问题 可以看美国特斯拉FSD测试
仿生人烤电子肉串,1973775,6,男,2021-10-10 23:58:10,0,True,呜呜呜 特斯拉太高端了
走失在人间-,67667603,5,女,2022-09-25 23:34:37,0,True,正解！看到那么多无脑黑我都被它们的无知逗笑了……
蝉叫小夜子,19509550,5,保密,2021-04-28 21:28:15,43,False,对特斯拉来说，这玩意叫加速带[嗑瓜子]
就想搞钱安度早年,109605861,5,保密,2021-05-01 09:21:47,38,False,副驾驶写到：某某时间某某天气踩刹车➕1，刹车成功
DIOliDIOli,80410094,5,男,2022-10-07 10:21:46,0,True,黑匣子是吧
bili_426847632,426847632,5,保密,2021-04-28 15:17:45,41,False,吓得那辆mpv一直往右边躲[偷笑][偷笑]
水晶叶月,444777,6,保密,2021-05-03 15:56:55,38,False,动能回收的bug，其实把动能回收关了就没事了，但特斯拉很神奇的在更新中把关闭选项取消了
分神_无心,66460279,5,男,2021-05-04 21:10:05,1,True,问题是关了就踩不动刹车了啊，贼硬
水晶叶月,444777,6,保密,2021-05-04 21:33:02,3,True,回复 @分神_无心 :你错了，是动能回收出BUG才踩不动，关闭了就和普通车子没区别。
muchodinero,510901603,5,保密,2021-05-04 23:18:13,6,True,关了只能跑200公里，怎么卖车？
起个名字错别字好几个,396236326,5,保密,2021-05-12 13:00:39,2,True,回复 @分神_无心 :刹车硬是因为系统不让刹车片和轮胎摩擦刹停。而是强制让动能☞电能那套系统导致的
分神_无心,66460279,5,男,2021-05-12 18:21:45,0,True,回复 @飞马度鞍山 :重新了解过了，确实是你说的这样
马小虎chaos,25266375,6,男,2022-08-10 23:58:17,0,True,回复 @飞马度鞍山 :刹车踏板不应该连着活塞吗[tv_疑问]
Marshx_xmello,32980815,6,男,2021-04-28 02:33:28,27,False,有一说一，同位特斯拉车主，不建议使用丫这ap，自己开吧
VergilChaibilbili,8909536,6,男,2021-04-28 11:00:41,1,True,不建议开特斯拉[笑哭]
Skip2my1ou,35704501,5,保密,2021-04-28 11:32:27,5,True,我平时也不太敢用ap，就在环路没红绿灯减速带的情况下用，倒是没问题。不用辅助驾驶自己开感觉非常好开，不明白这帮人在喷什么。
比亚特,12115532,6,保密,2021-04-28 09:04:59,25,False,不要慌[doge]
隔壁老樊樊樊,266710697,5,保密,2021-04-28 10:21:21,3,True,抽辆车？
KevinUy丶の,14683377,5,男,2021-04-28 02:01:35,21,False,看着眼熟，有点像韶关过赣州那段高速，也是一长串减速带，手给我震麻了
古月夕阳,24895583,5,男,2021-04-29 00:07:31,15,False,那一瞬间感觉开的不是车，是鱼雷
坑头街村民,371019685,5,保密,2021-05-01 22:24:15,4,False,仪表盘都没有，果然满满的科技感
我是大叔你不懂,51815566,5,保密,2021-05-08 19:00:29,0,True,仪表盘其实可以没有，可以直接投影到主驾驶前窗上。但是这车问题看上去蛮大的
坑头街村民,371019685,5,保密,2021-05-08 20:26:36,0,True,回复 @我是大叔你不懂 :华为有了
我是大叔你不懂,51815566,5,保密,2021-05-08 20:35:13,0,True,回复 @风铃愿 :华为什么造车了？[疑惑]我感觉跟不上时代了
Lazycat8192,291955500,5,男,2022-08-02 11:27:49,1,True,"回复 @我是大叔你不懂 :和其他车企合作，华为搞软件，车企搞硬件
比如极狐"
我是大叔你不懂,51815566,5,保密,2022-08-02 13:59:30,0,True,回复 @Tumbleweed风滚草 :[OK]
老豬配骑,1950021492,2,保密,2021-04-28 21:04:24,2178,False,副驾写遗书了
你在吃啥给我尝尝,1979470,6,男,2021-04-29 09:56:03,7,True,还是你秀
独占天下八斗风流,89569176,5,保密,2021-04-29 13:52:32,5,True,高手[辣眼睛]
冰镇麦当劳,14172213,6,男,2021-04-29 16:41:30,2,True,出本书吧
鹑鹌4321,206086,5,男,2021-04-30 20:55:58,450,True,请不要造谣。副驾驶既然选择了相信特斯拉，遗书肯定是上车前提前写好的。
QuitMing秋鳴,2304364,6,保密,2021-04-30 21:51:13,8,True,回复 @鹑鹌4321 :[doge]
Valentino_罗西,229850936,5,男,2021-05-01 19:55:39,2,True,回复 @鹑鹌4321 :书   无   砸
啦啦啦啦不拉,17524031,6,男,2021-05-04 01:01:27,14,True,回复 @鹑鹌4321 :在车上补充遗书内容
等风来Lietome,179394682,5,保密,2021-05-05 07:13:39,0,True,这手速可以的
不屈-伟大的人类联邦,55397338,6,男,2021-05-05 10:59:33,0,True,好像是在测试车辆？？？
不屈-伟大的人类联邦,55397338,6,男,2021-05-05 10:59:49,0,True,再说了，爆燃，写完也烧没了
LuisSanchez,2085576,6,男,2021-05-05 21:28:00,0,True,哈哈哈哈哈哈哈
你似不似有猫饼,8079180,6,男,2021-05-09 18:23:33,0,True,回复 @鹑鹌4321 :你应该是6级号[歪嘴]
哥拉牙牙,208682473,6,男,2021-05-12 08:04:42,0,True,哈哈哈哈哈
首席宠物猫,4462083,6,保密,2021-05-13 18:07:13,0,True,别尬黑，明明是在写路书[tv_目瞪口呆]
我欲II成魔,392308589,5,保密,2021-08-01 12:13:21,0,True,【特斯拉VS汉EV     简单碰撞预测-哔哩哔哩】https://b23.tv/eMYoIf
红雪大尉,371764583,5,保密,2021-10-10 20:07:37,0,True,回复 @鹑鹌4321 :看了一圈还是你秀啊
不开挂主播,17122743,6,男,2021-10-11 00:00:15,0,True,太秀了
辰爷6,183572255,4,保密,2021-11-23 21:31:11,0,True,两个导航好评[打call][打call]
淡季人生,328077124,5,保密,2022-01-21 20:17:29,0,True,回复 @鹑鹌4321 :我的大刀差点刹不住了
白日梦黄昏,364659417,6,男,2022-06-23 09:26:30,0,True,回复 @鹑鹌4321 :特斯拉这么亲民，不应该提前给顾客准备好吗
鹑鹌4321,206086,5,男,2022-06-23 09:37:40,0,True,回复 @白日梦黄昏 :特斯拉牌子的口哨卖350，特斯拉牌子的一万毫安充电宝卖699，特斯拉准备的遗书卖多少钱我根本就不敢想。
用停被已号账该,397040544,4,男,2022-07-08 12:47:30,0,True,明明是起飞检查[doge]
uka1234,112913208,6,男,2022-07-25 09:50:18,0,True,特斯拉直接着火，让遗书失效[doge]
奥尔良大,149315321,6,女,2022-08-07 17:32:27,0,True,副驾其实是路书
黑羽DemonKing,85910656,6,男,2022-08-08 20:13:45,0,True,不要造谣，那是在记路书，一会拉力赛要用的[脱单doge]
转葡萄,38475434,5,保密,2021-05-05 13:05:42,1215,False,"特斯拉要你三斤屎
你活不到五斤[doge]"
元宵温暖如歌,398032459,5,保密,2021-05-06 11:43:39,2,True,广东人?
今天的丽芙表现超完美,388606434,5,男,2021-05-07 13:08:25,0,True,阎罗王代名词
岛田海狗,43324456,6,保密,2021-05-09 18:39:26,0,True,不是三更和五更吗(表时辰)
AXLED,5270330,6,男,2021-05-11 12:39:28,0,True,回复 @岛田海狗 :更以前是可以念jīng的
zhenceng,3117601,6,男,2021-05-13 10:02:38,0,True,老贾诩了
糕玉兰浆,691411909,4,保密,2021-05-16 12:46:45,2,True,移动火馆，就三斤重[doge]
聿魇星,95752633,6,男,2021-05-17 20:39:58,0,True,回复 @岛田海狗 :三更（jing）天，打更(jing)的古代的说法，一更等于一个时辰，等于两个小时，他说的是谐音[笑哭]
我欲II成魔,392308589,5,保密,2021-08-01 12:13:27,0,True,【特斯拉VS汉EV     简单碰撞预测-哔哩哔哩】https://b23.tv/eMYoIf
千夜舞X,60925341,5,保密,2021-10-28 06:52:06,0,True,你是在炫耀你很苗条吗
Millionian,34582150,5,保密,2022-01-29 14:25:43,1,True,咱也不太懂医学，就是说屎都五斤了还能活吗[热词系列_知识增加]
凯迪拉克BosePanaray,15970300,5,男,2021-10-11 17:59:05,2,False,随手带着本子写遗书？
DJl大疆军工,18454868,4,保密,2021-10-10 09:24:23,2,False,请删除视频并道歉，再给特斯拉转500万罚款
从不抱有希望-_-,93602793,5,男,2021-05-08 16:08:13,2,False,开特斯拉还得有路书，啧啧啧
今日无事___,387282270,5,保密,2021-05-04 11:45:37,8,False,过减速带还一直加速，这是什么道理[无语][无语][无语]
白猫可乐剑心贴贴,1722622,6,男,2021-05-06 12:13:32,3,True,车子在自动驾驶的情况下 车线不清晰的问题。各位车主在车线不清晰的时候别用AP，为了自己生命安全[响指]
奶糕哦,274578496,5,保密,2022-10-22 15:53:32,2,False,特斯拉:我们推出了最新版本，删除了传统的刹车踏板，因为我们认为我们的车没有必要装刹车，每省一个刹车踏板相当于为环保出一份力
Hallo小鹏友,39623784,5,男,2021-05-02 22:15:09,10,False,刹车看心情[doge]
自由是蓝色的,324608458,4,保密,2021-04-29 12:38:30,3,False,这内饰真好看！不对，这车没内饰
whbinnnnnnn,349579266,5,男,2021-05-06 12:40:56,10,False,出bug就修  该嘲笑的是特斯拉的服务态度  但自动驾驶和电动汽车是大势所趋   那些盲目笑技术不笑态度的简直需要重修小学语文
肥牛86,290202278,4,男,2021-12-09 18:19:01,1,False,我觉得自动驾驶等成熟再用吧，其他东西坏了大不了换一个，这是拿命去赌没必要吧
基拉Yamato,17940733,6,男,2021-11-20 02:12:20,1,False,这叫隆声带，不是减速带[辣眼睛]
心德木,161815831,5,男,2021-10-15 18:50:09,1,False,特斯拉的摄像头就从来没坏过[吃瓜]
艺画鸽天最棒了,325082213,5,保密,2021-10-11 23:19:44,3,False,副驾驶写遗书的那位，笑死我了哈哈哈[笑哭]
星野刻子,72652269,6,保密,2021-10-10 12:51:43,4,False,以前都是质量抬品牌，现在是品牌抬质量
ALMKSTUDIO,601137908,4,男,2021-09-22 22:10:38,1,False,我还以为特斯拉装上了发动机了……[doge]
一米八的天天,35898317,5,男,2021-05-13 12:12:58,4,False,我是江西修水人，我们这边方言“出事了”发音跟“特斯拉”是一样的[歪嘴]
侘寂hh,90556561,4,保密,2022-08-07 13:18:03,0,True,是 塌事啦[doge]
币力无穷,480009869,5,保密,2021-05-10 17:08:46,1,False,死神要接管了[滑稽]
langsang,802046,5,保密,2021-05-05 04:29:17,3,False,这路况华为肯定没问题
第六等星,149683,6,男,2022-08-10 21:50:57,0,True,华为有车？华为牌子的出了？
langsang,802046,5,保密,2022-08-11 10:21:17,0,True,回复 @第六等星 :华为汽车是华为选择了北汽、长安和广汽三家车企作为战略合作伙伴，用了华为自动驾驶解决方案的车，经华为授权使用HI标识，代表Huawei Inside。————————————————————————直接搜华为汽车
核设施十分,16956518,5,男,2021-05-04 18:13:58,3,False,副驾驶在报路书
我到底想要怎样的生活,165560181,6,保密,2021-05-04 17:49:37,4,False,特斯拉过减速带自动加速就离谱
猪皮恶霸CatLive,325607209,5,保密,2021-05-03 16:54:07,6,False,昨天看见一辆特斯拉后面贴着：刹车失灵保持车距[笑哭]
異世界開菊下樓的藥神,3724801,5,保密,2021-05-23 01:11:57,0,True,在后面怕啥[热词系列_你细品]
Bili上杉绘梨衣,399791534,5,保密,2021-05-02 21:57:44,3,False,没事，高速的时候踩不下去刹车也就惊险一下，等去到那边的时候就已经不痛苦了
无敌老cc,15133114,6,男,2021-05-02 12:01:08,1,False,我玩跑跑卡丁车过加速带也这样[doge]
日常彡阿瑞斯,72252786,6,保密,2021-05-01 17:01:42,1,False,测试小白鼠
bili_53329405,53329405,4,保密,2021-05-01 12:53:30,7,False,别尬黑，刹车是特斯拉顶配车型选装项目，你这个明显是低配，是不包括刹车功能的。
我不是龙哥,24693079,5,男,2021-05-06 17:24:32,0,True,[doge][doge][doge]就服你
给别人丶可惜了,10446647,6,男,2021-05-01 10:29:36,5,False,这特斯拉内饰也太丑了
waynezxcv,100635121,5,保密,2021-05-01 01:17:58,4,False,没有车道线啊，跟减速带有什么关系
西卡利亚,1770960,6,男,2021-05-03 14:53:58,2,True,意思是没有车道线就加速 这是什么逻辑啊
文天天也有人,1878393623,3,保密,2021-05-13 17:46:33,0,True,这是逻辑问题，没车道线，那有减速带啊，这有减速带加速过不是找死
Chronostas1a,1982234,6,女,2021-04-29 18:50:55,1,False,额，特斯拉敢开就算了，开这么快我觉得是没在怕的，无所谓的，这辈子寄了。
广州农村商业银行,3244877,6,保密,2021-04-29 17:52:59,1,False,丧心病狂的减速带
牧由基基,21209709,5,男,2021-04-29 10:39:40,1,False,手还搭在车门上 不是挺悠闲的
还不让含有非法字符,10932869,6,男,2021-04-29 00:23:56,6,False,智商检测车[辣眼睛][辣眼睛]
巴拉拉酒量,15158688,5,男,2021-04-28 19:04:49,6,False,"特斯拉对待自己的客户就像对待上帝
服务宗旨就是送上帝回家
[doge]"
彩色哥夸我帅,15119532,6,男,2021-04-28 17:32:08,1,False,这个应该叫震荡线
柚子芙懶朵,2057864,6,男,2022-11-22 11:33:48,1,False,幸亏接管成功了，不然又是一车
还是那个_星,1059051464,4,保密,2022-11-20 15:45:22,2,False,在颠簸路段，特斯拉会自动加速，这就是证据
Killtheboy,14201013,5,保密,2022-11-13 14:11:27,1,False,副驾遗嘱都写好了
不想摆烂的嗷噜噜,514653287,5,男,2022-08-22 16:12:59,1,False,他甚至左边还架着手机开导航，太懂了，毕竟死机了还能看手机导航的定位时速
Kakanaki,482580646,3,保密,2022-07-26 14:29:15,1,False,懂了 开特斯拉得带路书[嗑瓜子]
蚂蚁战争888,412986115,4,保密,2022-04-29 10:22:42,1,False,请相信特斯拉，学习经验丰富，
BilCharle,493393889,5,男,2022-02-14 17:03:50,1,False,副座是路书？[doge][doge][doge]
超营养老鸡排,179062200,5,保密,2021-04-28 23:54:13,2,False,[支持]真爱国
当我是鱼咯,34032477,5,保密,2021-05-20 06:56:13,4,False,不是，批站都是什么贵物啊？乐天，三星，现在到特斯拉咯
盐酸人,13513676,6,男,2021-05-03 11:09:34,2,False,买特斯拉就别上路霍霍人了
小小白不烦恼,33498337,5,保密,2021-04-29 02:43:39,1,False,特斯拉确实高科技，我赌你的枪里没子弹，我赌你的电子系统不会出问题，出肯定出在我身上，因为你高科技嘛[滑稽][滑稽][滑稽]
二7的花园,436909490,5,保密,2021-05-05 15:49:00,1,False,快跑啊，特斯拉来了
中二病的猫,1685451,6,保密,2021-04-28 08:25:36,1,False,标题明明写的是减震带，评论几个说成减速带，麻烦搞清楚它们的使用环境和作用。。。
走漏的风声,28676446,5,保密,2021-04-28 08:50:56,6,True,减震带？ 这玩意不就是想让你慢点嘛？开快了还舒服那还能行
喝岩浆的汉子,309389965,5,保密,2021-04-28 09:16:15,1,True,没听说过减震带
明明没问题,349548639,5,男,2021-04-28 09:49:43,0,True,回复 @guoyiwei111 :查了一下学名是振动标线也叫噪音标线
明明没问题,349548639,5,男,2021-04-28 09:51:29,3,True,标题写的啥就是啥么？你查查看有没有减震带这东西，你看看这种东西怎么减震，麻烦搞清楚它的使用环境和作用
静水寒,326637815,5,保密,2021-04-28 14:00:28,0,True,第一次听说减震带，那么问题来了，它的功能跟用途是啥，想知道[妙啊][辣眼睛][吃瓜]
中二病的猫,1685451,6,保密,2021-04-28 14:18:34,4,True,回复 @明明没问题 :全称减速振荡带，学名振荡标线，常用于下坡，弯道，收费站等，起提醒减速作用。
猫盟神战,1059872593,4,保密,2022-01-06 13:05:06,0,False,协助开车，不是让你放方向盘！
梦中的大包子,38743046,6,女,2021-12-27 13:36:34,0,False,远离特斯拉 反正我怕它撞过来[笑哭]
闪回收到,381201706,5,保密,2021-11-12 04:27:42,0,False,特斯拉，％80的技术都用在了摄像头上，即使车毁，摄像头也会记录，在你用特斯拉的点点滴滴，简直人性化设计。
Sa魂魄ttle幽梦,34512074,5,保密,2021-10-29 12:05:38,0,False,感觉百分百的自动驾驶系统不可能被研发出来，毕竟路况千变万化
EastEastPlus,3062306,6,保密,2021-10-10 22:33:15,0,False,副驾在记路书？
刘顺文2014,9936827,6,女,2021-10-10 18:47:18,0,False,电动大部分情况下都没有机械靠谱.....毕竟是性质决定的....
akfyrnfen86937,20702554,5,保密,2021-10-01 20:12:40,0,False,你们这是打算给特斯拉法务部刷业绩吗，505万留着不香吗
幻峰HuanFun,387745264,5,男,2021-09-08 04:55:45,0,False,选择特拉曼，烦恼留窗外
我欲II成魔,392308589,5,保密,2021-08-01 12:13:31,0,False,【特斯拉VS汉EV     简单碰撞预测-哔哩哔哩】https://b23.tv/eMYoIf
你们还让不让人取名字了,52132731,6,男,2021-05-30 09:48:58,0,False,"车是早上买的
人是中午没的
饭是晚上吃的
[脱单doge]"
满船星河压梦清,87089850,5,保密,2021-05-24 10:43:23,0,False,好家伙，时速在右上角[疑惑]
s_煎蛋菌,34348057,6,女,2021-05-23 04:27:29,0,False,副驾是拿的路书吗
账号已注销,603121353,0,保密,2021-05-14 19:35:57,0,False,怎么了嘛？
jimmylyc199016,59585983,4,保密,2021-05-13 12:54:38,0,False,车主在测试辅助驾驶性能？
寂照龙寺,430254777,5,保密,2021-05-13 12:52:01,0,False,副驾驶在记录刹车成功次数吗[doge]
冷的热水,39629580,6,保密,2021-05-13 00:51:17,0,False,减速带加速。。。怕走的不够快是吧
属牛的爱吃草,327645575,5,男,2021-05-12 16:52:46,0,False,都这样了。还他么那自己生命开玩笑。。
8月份狮子座,483331949,5,保密,2021-05-12 12:48:22,0,False,来这个车的人，心里真的不发毛吗？
枫园祝夏,3087272,6,男,2021-05-10 12:11:19,0,False,我不太懂 现在特斯拉是真的已经实装ai驾驶了吗？ 我一直以为特斯拉只是实装了电力能源
埋葬一切敌人,28713546,6,保密,2021-05-23 16:21:57,0,True,自动火化车主功能
QE_企鹅,914159,6,保密,2021-05-09 22:41:25,0,False,现在所有的l2驾驶遇到这种情况都该接管
晓失,104120,6,男,2021-05-09 15:09:51,0,False,妈耶，这车可不兴开啊
不走怎么知道,345883627,4,保密,2021-05-09 15:04:10,0,False,好佩服这些特斯拉车主，花几十万体验生死在天局！
整直了再掰折,436993,5,保密,2021-05-09 14:52:15,0,False,他是怎么上高速的？？？
level5渣,19888974,5,男,2021-05-09 00:00:01,0,False,选择特斯拉，终生特斯拉[doge]
包子黑乎乎,86703173,6,男,2021-05-08 23:08:47,0,False,生怕特斯拉散架了
洗碗不做饭-,336777045,4,保密,2021-05-07 22:26:34,0,False,说接管了的意思是，之前都是汽车辅助驾驶吗？
白猫可乐剑心贴贴,1722622,6,男,2021-05-06 12:12:46,0,False,因为看不到车线呀。 车子在自动驾驶模式下 车子摄像头看不到 路上的车线不清晰的问题。各位车主在车线不清晰的时候别用AP，为了自己生命安全
f-Exp,1572590,6,男,2021-05-06 08:55:51,0,False,车线不清晰的问题。各位车主在车线不清晰的时候别用AP，为了自己生命安全[响指]
非你之良人,7851828,6,男,2021-05-06 00:09:50,0,False,车是上午买的，家是下午回的，人是路上走的[吃瓜]
现代化因特纳雄耐尔,277098189,5,保密,2021-05-05 23:44:17,0,False,出来害人
罗翔说魔法,636882,6,男,2021-05-05 18:00:56,0,False,这内饰 我还以为是我家那边的改装三轮呢，一个样
骄阳下的阴影,230207042,5,保密,2021-05-05 15:49:22,0,False,为啥非的自动驾驶？那么懒雇个司机多好
荆棘在路上,45529513,5,男,2021-05-04 07:21:03,0,False,这方向盘。。。不知道的还以为是上个世纪的车
啪啪啪GG路径,387241358,4,保密,2021-05-02 18:33:02,0,False,比国产车强多了
-冰封的爱恋,376267366,5,男,2021-05-03 16:31:54,0,True,哈哈哈😁
略懂哥儿,106755522,5,保密,2021-05-02 11:13:56,0,False,减速带开120还超车
白猫可乐剑心贴贴,1722622,6,男,2021-05-06 12:15:33,0,True,不错了，这种情况下自动驾驶居然没有偏移。这种看不到车线的情况下，一般选的自动驾驶车多漂移   有个指南针一样，一艘船的只能这样失去的我作用，那么这个船就要迷失方向。
稀饭团子君,39414479,6,保密,2021-05-02 10:32:53,0,False,我昨天坐别人的特斯拉，司机双手没握方向盘，转弯的时候车直着往绿化带冲，司机赶快一把打回来[笑哭][笑哭][笑哭]
飞鹏战车,381400279,4,男,2021-05-03 15:04:22,1,True,司机一把把把把住，把命把住了[喜极而泣]
忘记名字の琥珀川,19321914,5,保密,2021-05-02 08:58:52,0,False,"别尬黑！
说明是正品[doge]"
xzy_2000,410187235,4,保密,2021-05-01 20:08:29,0,False,赶紧把动能回收去掉吧 现在续航也能有600公里了 不差那一点吧
乐安知县,14211207,6,男,2021-05-01 13:28:27,0,False,我接管了，我接管了，我都是～你都个屁，这样的环境了还不赶紧换车，拉着人呢，还抱着侥幸心理
時間的好朋友,241250543,5,男,2021-05-01 11:59:19,0,False,真是佩服敢用“自动驾驶”上高速的[囧]我自己开我都得打起十二分精神
机械能守恒定律丿,28555386,6,保密,2021-05-01 00:17:06,0,False,搁这写路书呢副驾驶[嗑瓜子]
小彩虹rushB,142119448,5,男,2021-04-30 17:15:22,0,False,旁边的车都怕特斯拉和他们同归于尽，这也恰巧说明了特斯拉新用途，[doge]看谁不顺眼，送他特斯拉，刹车用意念，停车全看命
游云枫,339508443,5,保密,2021-04-30 15:25:12,0,False,对，有问题一定要记在本本里，不然可能连说话的机会都没有[思考]
过滤波,417264173,5,男,2021-04-30 15:11:39,0,False,早晚有一天
新中国新文化,478356727,5,男,2021-04-30 14:41:36,0,False,不让你接管
俄服最肝侦查小迷弟,501984480,3,保密,2021-04-29 18:24:27,0,False,这车我进4s店，坐进去看到它没有仪表盘然后我就出去了 开个空气
椒麻黄辣丁,7709017,6,男,2021-04-29 18:21:43,0,False,几条命啊，开特斯拉？
alec8748,71320920,6,保密,2021-04-29 18:07:50,0,False,居然没仪表盘
我就不取合适的昵称,345979270,5,保密,2021-04-29 16:53:04,0,False,看不懂
莓莓锡纸烫,384780868,5,男,2021-04-29 15:07:48,0,False,啥意思啊，我没看懂
至尊杀猪王,414741695,5,保密,2021-04-29 14:16:57,0,False,我坐小孩那桌
暧昧成自然,343817,6,男,2021-04-29 14:02:07,0,False,刹车装监控了没
CVN_Guangdong,10167312,5,男,2021-04-29 11:58:08,0,False,害己不要紧，别tm害人
依然肖特基,135908,6,男,2021-04-29 11:33:02,0,False,想起荣乌高速的减速带
潇九梦,24616713,5,男,2021-04-29 10:43:28,0,False,特西拉:我们的车没有任何问题，这是驾驶员不会开车。[doge]
穿过黑障区,475125710,5,保密,2021-04-29 09:31:59,0,False,坟车
Anxiaocai,26643695,5,保密,2021-04-29 09:34:08,0,False,高速过减速带，所以减速带意义何在？还是连成一片的减速带
北方皇帝,481396029,5,男,2021-04-29 10:21:34,0,True,这是震动警示带
FlankBlue,8852512,5,男,2021-04-30 13:02:15,0,True,考个驾照
搞飞机的曹大娃,23669337,5,男,2021-04-29 08:57:43,0,False,高价回收特斯拉
wswkdwll,484789758,5,保密,2021-04-29 07:10:15,0,False,好剎吗？好剎就好车！
残剑·霜之哀伤,2996596,6,保密,2021-04-29 01:57:34,0,False,这投自制？你是车吗
星耀寂夜,11436234,6,男,2021-05-02 09:49:55,0,True,人自己拍的视频不投自制投转载？能不能长点脑子
残剑·霜之哀伤,2996596,6,保密,2021-05-02 11:51:40,0,True,回复 @彩虹面团 :你但凡看看他发过的视频都不会说出这话
星耀寂夜,11436234,6,男,2021-05-02 14:45:45,0,True,回复 @残剑·霜之哀伤 :我错了
像GO低头不丢人,15230344,6,男,2021-04-29 00:33:49,0,False,你跟我讲火箭为什么要刹车 [doge]
吃了炫迈的特斯拉丶,287076373,4,保密,2021-04-28 23:39:42,0,False,唉这才那到哪
贴贴小宝贝,264365790,6,男,2021-04-28 23:07:56,0,False,特斯拉没有车道线就是瞎子……转弯都转不了
白猫可乐剑心贴贴,1722622,6,男,2021-05-06 12:17:16,0,True,这所有的智能车的通病。
TongNii,438949831,4,保密,2021-04-28 17:30:18,0,False,还敢坐你副驾驶，是个[热词系列_“狼火”]
冷了两千年,5096208,6,男,2021-04-28 16:20:29,0,False,没看懂，谁解释下
白猫可乐剑心贴贴,1722622,6,男,2021-05-06 12:23:27,0,True,这个是智能车的通病。在自动驾驶当中，车子的判断，地上的车线来锁定位置的。刚刚就是看不到车线导致智能核成为的瞎子。
沐桐的牧童,406941527,6,保密,2021-04-28 12:21:57,0,False,https://b23.tv/BV1S54y1j7S4
人专言兑,557057,6,保密,2021-04-28 12:03:30,0,False,只能中午开[OK]
星期天和星期日,309951241,5,男,2021-04-28 14:28:56,0,True,早晚的事，中有一截
手里的方向盘,430414483,4,保密,2021-04-28 11:28:26,0,False,只能说你幸运了
大汪的卡游,7442948,5,男,2021-04-28 09:20:40,0,False,这是保定嘛
wonder424,35496152,6,保密,2021-04-28 05:32:32,0,False,这哪个奇葩设计的减速带[笑哭]
肆棵巨峰,39573682,5,保密,2021-04-28 08:33:17,2,True,山区这种太正常了，好几公里的这种减速见过？？
Aikyan_,456426,6,男,2021-04-28 08:40:09,1,True,其实这不是为了减速的，主要是在长下坡的时候，给司机提神儿的[doge]
蓝112,8630546,6,男,2021-04-28 08:43:53,5,True,不是减速带。提醒你用的。就是前面有拐弯啊大坡度或者有口子之类的。
wonder424,35496152,6,保密,2021-04-28 09:11:40,0,True,回复 @这是落叶 :真没见过，江南地区没有这种
wonder424,35496152,6,保密,2021-04-28 09:12:41,0,True,回复 @蓝112 :那也不用这么长，我们这在中间会分割开，体感好很多
明明没问题,349548639,5,男,2021-04-28 09:53:13,1,True,叫振动标线或者噪音标线，比减速带柔和多了，主要是通过声音提醒司机，振动感实际不大
肆棵巨峰,39573682,5,保密,2021-04-28 21:03:30,0,True,回复 @明明没问题 :还是能感觉到振动的，，不像减速带那种必须减速但是噔噔咚的多少也带点刹车，我们这好多地方是左道有中间没有或者左道持续好长中间短短嘘嘘
fateと缘,12866654,5,保密,2021-04-29 15:00:11,0,True,回复 @wonder424 :重庆四川这边很常见，我在省道和环线上就遇到几次旁边车乱来，一脚刹车能马上刹死，好几次都差点撞了，就是很伤轮胎。
百香果子露,233165386,5,保密,2021-04-29 15:05:24,0,True,提示减速用的，专门给开车不那么专注的人用，提示他们减速，不要莽，就像准备打团，但是队友感觉时机不好，发撤退一样。
disuc,36237442,5,保密,2022-12-06 09:38:18,0,False,果然特斯拉车主素质高啊，要我我慌死了。
秦心酱喵,150233075,5,男,2022-12-03 08:33:12,0,False,减速带变加速带
彼岸～,1870322,6,保密,2022-12-02 21:13:53,0,False,还有路书，开这车比开拉力还刺激
关于我改名花了6硬币,245829011,5,保密,2022-12-02 19:24:46,0,False,自己屁股一点肉都没有瘦不拉几的，还怪特死拉不行？我们特死拉车主都是每天没事闲逛健身吃蛋白粉屁股嘎嘎漂亮蜜桃臀，你不配
钓鱼有点苦,1677349519,4,保密,2022-11-21 22:33:08,0,False,以后在路上遇到特斯拉一定要远离
大虎川,73140462,4,男,2022-11-20 12:54:59,0,False,人家车名就叫“他死啦”，别大惊小怪
散步的田鼠,96573743,6,男,2022-11-18 08:56:30,0,False,建议TSL用日系的壳子以保护高速其他车辆安全
baka9,293701949,5,保密,2022-11-17 21:12:17,0,False,副驾驶是领航员吗hhh
ttalan987,1021002410,3,保密,2022-11-16 20:20:18,0,False,高速上为什么会有减速带啊...这什么2b设置
御坂御坂1008号,19358581,6,男,2022-11-16 00:40:09,0,False,重新定义减速带
UnityMilk,401107259,5,男,2022-11-14 01:01:13,0,False,起飞啊
think21st,433971750,5,保密,2022-10-29 10:21:15,0,False,在高速上自动驾驶是觉得自己有9条命？
q1吉尔伽美什1p,6835764,5,保密,2022-10-27 11:02:27,0,False,让领导先试[2233娘_卖萌][2233娘_卖萌][2233娘_卖萌]
你最珍贵69,32709482,6,男,2022-10-19 16:31:08,0,False,不服？
